VariantID,Country,first_seq,last_seq,variant,total_cases,total_deaths
2042,Portugal,3/27/2020,11/27/2021,S.Y144-,77901.65091,1257.911305
2043,France,3/28/2020,11/22/2021,S.Y144-,6383971.739,101424.681
2044,Ireland,4/1/2020,11/13/2021,S.Y144-,43402.94504,488.39424
2045,Australia,4/2/2020,11/28/2021,S.Y144-,10595.40271,101.1720398
2046,Kenya,4/7/2020,10/8/2021,S.Y144-,19880.07083,410.3615287
2047,Bahrain,4/7/2020,11/12/2021,S.Y144-,3095.933267,15.55874452
2048,Chile,4/9/2020,11/15/2021,S.Y144-,12870.76174,282.9120096
2049,Panama,4/12/2020,4/30/2021,S.Y144-,45572,779
2050,Denmark,4/13/2020,11/22/2021,S.Y144-,100654.2749,621.2372562
2051,Hungary,4/20/2020,2/26/2021,S.Y144-,20854.82587,736.0696517
2052,United Arab Emirates,4/22/2020,2/13/2021,S.Y144-,46526.04418,134.7566448
2053,Senegal,4/25/2020,6/10/2021,S.Y144-,2726.384365,74.91856678
2054,Congo (Kinshasa),4/25/2020,7/11/2021,S.Y144-,2437.909884,54.12790698
2055,Egypt,4/26/2020,4/21/2021,S.Y144-,1252.299771,73.60411899
2056,Colombia,4/30/2020,10/27/2021,S.Y144-,74363.8076,1892.835592
2057,Madagascar,5/4/2020,4/20/2021,S.Y144-,701.6271698,11.89735849
2058,Nigeria,5/4/2020,9/27/2021,S.Y144-,18704.88019,245.7418131
2059,Mexico,5/12/2020,11/9/2021,S.Y144-,69708.65182,5278.467725
2060,Brazil,5/12/2020,11/25/2021,S.Y144-,91101.95281,2535.060088
2061,Haiti,5/15/2020,5/19/2021,S.Y144-,198.2215743,4.023323615
2062,Belgium,5/19/2020,11/24/2021,S.Y144-,131468.8415,2119.239449
2063,Bangladesh,5/23/2020,10/31/2021,S.Y144-,28923.75393,513.5566396
2064,Russia,5/29/2020,11/9/2021,S.Y144-,282928.4484,7928.7757
2065,Singapore,6/4/2020,7/10/2021,S.Y144-,464.8360341,0.266959626
2066,Equatorial Guinea,6/13/2020,2/6/2021,S.Y144-,50.55589124,0.779456193
2067,Sweden,6/14/2020,11/19/2021,S.Y144-,139915.3977,1778.463374
2068,Côte d'Ivoire,6/23/2020,5/11/2021,S.Y144-,6287.349544,39.49544073
2069,Rwanda,7/6/2020,8/1/2021,S.Y144-,920.8764597,10.59680393
2070,South Africa,7/15/2020,11/25/2021,S.Y144-,33732.03341,1025.625189
2071,Zambia,7/31/2020,9/2/2021,S.Y144-,1041.335013,18.17632242
2072,Paraguay,8/8/2020,7/20/2021,S.Y144-,5200.145127,167.7266949
2073,Qatar,8/14/2020,6/7/2021,S.Y144-,7068.450666,18.38201642
2074,Gambia,8/21/2020,5/20/2021,S.Y144-,255.9237641,7.504466945
2075,Bulgaria,9/21/2020,10/4/2021,S.Y144-,48652.40688,2028.71357
2076,Serbia,9/28/2020,7/13/2021,S.Y144-,82184.27246,810.1507246
2077,Sudan,10/5/2020,7/3/2021,S.Y144-,6224.943396,468.6792453
2078,Romania,10/11/2020,11/11/2021,S.Y144-,118188.0354,3565.653555
2079,Austria,10/13/2020,11/28/2021,S.Y144-,91189.69126,988.0824742
2080,Ghana,10/30/2020,8/18/2021,S.Y144-,13355.12318,112.304823
2081,South Korea,11/2/2020,10/7/2021,S.Y144-,9754.938018,75.9632159
2082,Philippines,11/3/2020,8/30/2021,S.Y144-,129205.246,2179.134951
2083,Indonesia,11/4/2020,11/7/2021,S.Y144-,19996.92995,675.6939313
2084,Costa Rica,11/6/2020,9/30/2021,S.Y144-,18062.35366,216.7407772
2085,Argentina,11/6/2020,11/13/2021,S.Y144-,86285.38066,1890.384877
2086,Uganda,11/8/2020,6/15/2021,S.Y144-,2340.326451,16.64899554
2087,Georgia,11/14/2020,8/9/2021,S.Y144-,28275.69095,384.9246231
2088,Israel,11/15/2020,11/24/2021,S.Y144-,121544.7208,741.338549
2089,Turkey,11/20/2020,11/17/2021,S.Y144-,120957.2493,1058.281409
2090,Malawi,11/25/2020,6/21/2021,S.Y144-,195.8075928,6.567299396
2091,Slovakia,11/30/2020,11/4/2021,S.Y144-,86109.27328,1227.221189
2092,Angola,12/7/2020,9/10/2021,S.Y144-,2701.191625,71.50101774
2093,Norway,12/9/2020,10/8/2021,S.Y144-,20676.41972,93.28561735
2094,Albania,12/10/2020,7/13/2021,S.Y144-,16496.689,305.5311005
2095,Peru,12/11/2020,11/2/2021,S.Y144-,10522.20664,956.9321514
2096,Luxembourg,12/11/2020,10/31/2021,S.Y144-,6271.886986,64.72828777
2097,Greece,12/11/2020,11/13/2021,S.Y144-,106971.0492,2155.615879
2098,Barbados,12/12/2020,7/25/2021,S.Y144-,561.4325843,6.202247191
2099,Zimbabwe,12/14/2020,7/26/2021,S.Y144-,3121.749159,99.10860163
2100,Czech Republic,12/16/2020,11/26/2021,S.Y144-,161772.0393,2526.835415
2101,New Zealand,12/16/2020,7/3/2021,S.Y144-,78.22437254,0.739038403
2102,Dominica,12/16/2020,4/1/2021,S.Y144-,28.27586207,0
2103,Burkina Faso,12/16/2020,4/23/2021,S.Y144-,1280.419355,15.09677419
2104,Saint Lucia,12/17/2020,7/26/2021,S.Y144-,917.1327014,14.5971564
2105,Finland,12/18/2020,9/10/2021,S.Y144-,11886.52348,95.95335806
2106,Jamaica,12/21/2020,7/18/2021,S.Y144-,7158.9,161.7
2107,Thailand,12/21/2020,11/4/2021,S.Y144-,157385.3226,1576.102951
2108,Oman,12/22/2020,7/6/2021,S.Y144-,24613.62787,295.0348343
2109,Poland,12/22/2020,11/12/2021,S.Y144-,355966.2391,8805.088755
2110,Estonia,12/23/2020,7/28/2021,S.Y144-,14764.64454,141.2124464
2111,Bosnia and Herzegovina,12/25/2020,6/28/2021,S.Y144-,11363.79194,535.3966883
2112,Pakistan,12/25/2020,9/9/2021,S.Y144-,105551.0378,2342.079499
2113,Taiwan,12/26/2020,7/28/2021,S.Y144-,1853.683516,93.4021978
2114,Dominican Republic,12/27/2020,8/18/2021,S.Y144-,18315.8566,210.7396226
2115,Iraq,12/27/2020,7/6/2021,S.Y144-,196942.4921,2464.896673
2116,Malaysia,12/28/2020,8/31/2021,S.Y144-,4383.289918,41.82847581
2117,Gabon,12/28/2020,9/30/2021,S.Y144-,4194.790026,25.87401575
2118,Fiji,12/28/2020,4/12/2021,S.Y144-,0.134210526,0.003947368
2119,Cyprus,12/28/2020,1/27/2021,S.Y144-,1306.765957,8.127659574
2120,Lebanon,12/29/2020,7/14/2021,S.Y144-,89798.11804,1289.134907
2121,Ukraine,12/29/2020,9/16/2021,S.Y144-,210573.5563,5027.506733
2122,Palestine,12/31/2020,12/31/2020,S.Y144-,1380.04,14
2123,Sri Lanka,1/2/2021,9/16/2021,S.Y144-,31558.15579,747.7987042
2124,Venezuela,1/3/2021,7/3/2021,S.Y144-,14859.94624,170.5913978
2125,Azerbaijan,1/4/2021,2/7/2021,S.Y144-,36984.64,505.28
2126,Guinea-Bissau,1/4/2021,2/5/2021,S.Y144-,435.960396,7.287128713
2127,Ecuador,1/5/2021,9/12/2021,S.Y144-,13704.04393,880.0478499
2128,Kosovo,1/5/2021,8/9/2021,S.Y144-,1211.909572,24.97637475
2129,Iran,1/8/2021,7/19/2021,S.Y144-,527510.0541,12988.02703
2130,Morocco,1/8/2021,7/22/2021,S.Y144-,46521.14009,779.8070485
2131,Vietnam,1/8/2021,5/22/2021,S.Y144-,11.66542366,0.095711622
2132,North Macedonia,1/9/2021,7/13/2021,S.Y144-,20949.22527,737.6857014
2133,Niger,1/9/2021,4/1/2021,S.Y144-,787.6078431,29.33333333
2134,Mozambique,1/9/2021,4/30/2021,S.Y144-,91.245677,1.062316476
2135,Mauritius,1/10/2021,10/24/2021,S.Y144-,3155.424658,28.08493151
2136,Togo,1/12/2021,6/30/2021,S.Y144-,1528.394432,14.16705336
2137,Trinidad and Tobago,1/12/2021,5/4/2021,S.Y144-,36.78561453,0.581354749
2138,Montenegro,1/17/2021,8/5/2021,S.Y144-,6372.010135,101.2668919
2139,Grenada,1/17/2021,6/24/2021,S.Y144-,23,0.142857143
2140,Cabo Verde,1/18/2021,2/3/2021,S.Y144-,1160.326531,11.02040816
2141,Latvia,1/19/2021,7/6/2021,S.Y144-,20341.54276,373.8912028
2142,Croatia,1/20/2021,8/27/2021,S.Y144-,36213.39311,809.2628369
2143,Central African Republic,1/20/2021,4/26/2021,S.Y144-,786.9425287,10.74712644
2144,Liechtenstein,1/21/2021,6/10/2021,S.Y144-,188.7272727,3.515151515
2145,Kuwait,1/21/2021,7/5/2021,S.Y144-,14531.70032,80.63694952
2146,Congo (Brazzaville),1/21/2021,11/21/2021,S.Y144-,1907.331467,34.54535274
2147,South Sudan,1/23/2021,7/14/2021,S.Y144-,1271.346835,13.62531646
2148,Cameroon,1/26/2021,9/17/2021,S.Y144-,3180.308511,50.93617021
2149,Guinea,1/26/2021,7/7/2021,S.Y144-,2846.963907,20.68789809
2150,Antigua and Barbuda,1/26/2021,7/25/2021,S.Y144-,88.27586207,2.965517241
2151,Moldova,1/27/2021,6/24/2021,S.Y144-,29301.37143,706.2857143
2152,Mali,1/29/2021,8/30/2021,S.Y144-,2352.009302,85.2372093
2153,Belize,1/29/2021,8/8/2021,S.Y144-,560.0948276,13.15086207
2154,Benin,1/30/2021,7/8/2021,S.Y144-,874.4375554,11.16031887
2155,Lithuania,2/2/2021,10/8/2021,S.Y144-,35797.92847,533.4442194
2156,Cambodia,2/3/2021,11/20/2021,S.Y144-,13308.51647,321.6452499
2157,Ethiopia,2/4/2021,6/10/2021,S.Y144-,5777.408913,89.3174355
2158,Monaco,2/4/2021,4/17/2021,S.Y144-,26.91011236,0.348314607
2159,Djibouti,2/12/2021,5/20/2021,S.Y144-,653.8277154,8.653183521
2160,Suriname,2/18/2021,8/9/2021,S.Y144-,612.9432068,15.69657986
2161,Libya,2/18/2021,6/7/2021,S.Y144-,31280.83333,524.3333333
2162,Tunisia,2/20/2021,5/20/2021,S.Y144-,15794,575.6666667
2163,Belarus,2/23/2021,3/22/2021,S.Y144-,38928.5,270.75
2164,Somalia,2/28/2021,3/5/2021,S.Y144-,735.9375,25.6875
2165,Kazakhstan,3/2/2021,8/17/2021,S.Y144-,105940.1352,1603.268219
2166,Guatemala,3/11/2021,7/15/2021,S.Y144-,4727.235577,141.8365385
2167,Botswana,3/12/2021,11/21/2021,S.Y144-,322.3863098,4.00568451
2168,Armenia,3/18/2021,7/6/2021,S.Y144-,15170.48739,304.5378151
2169,Bahamas,3/18/2021,8/7/2021,S.Y144-,1805.001984,34.53373016
2170,Afghanistan,3/21/2021,5/29/2021,S.Y144-,9644.899471,398.8042328
2171,Papua New Guinea,3/22/2021,3/22/2021,S.Y144-,1.351166533,0.014481094
2172,Honduras,3/30/2021,4/23/2021,S.Y144-,2077.737374,51.46464646
2173,Malta,4/1/2021,5/9/2021,S.Y144-,1581.662338,21.66233766
2174,Liberia,4/4/2021,5/20/2021,S.Y144-,27.37380192,1.086261981
2175,Algeria,4/12/2021,7/28/2021,S.Y144-,13495.04969,335.9813665
2176,Timor-Leste,4/25/2021,6/17/2021,S.Y144-,41.48292683,0.092682927
2177,El Salvador,4/29/2021,8/2/2021,S.Y144-,3820.873362,115.7641921
2178,Seychelles,5/15/2021,9/21/2021,S.Y144-,172.1111809,0.898241206
2179,Burundi,5/27/2021,5/27/2021,S.Y144-,20.66666667,0.026666667
2180,Andorra,6/7/2021,7/2/2021,S.Y144-,755.2403101,6.891472868
2181,Uzbekistan,6/25/2021,6/25/2021,S.Y144-,10433.98985,69.92385787
2182,Eswatini,6/27/2021,7/8/2021,S.Y144-,322.3278689,11.2295082
2183,Colombia,1/8/2021,11/5/2021,21H.Mu,644046.4535,16381.53655
2184,Venezuela,1/21/2021,7/3/2021,21H.Mu,7429.973118,85.29569892
2185,Bolivia,2/6/2021,6/2/2021,21H.Mu,4527.281437,176.4311377
2186,Spain,3/6/2021,10/15/2021,21H.Mu,9622.05314,167.8980018
2187,USA,3/12/2021,11/7/2021,21H.Mu,55493.59317,896.8964781
2188,Panama,4/1/2021,4/28/2021,21H.Mu,6298.182692,107.6884615
2189,Italy,4/3/2021,7/28/2021,21H.Mu,928.678842,27.45032166
2190,Denmark,4/5/2021,8/5/2021,21H.Mu,12.56193751,0.099546959
2191,Liechtenstein,4/8/2021,4/8/2021,21H.Mu,5.308712121,0.106060606
2192,Netherlands,4/8/2021,7/30/2021,21H.Mu,2405.287249,22.98163973
2193,Mexico,4/19/2021,11/11/2021,21H.Mu,14862.72622,1125.379756
2194,Germany,4/20/2021,7/22/2021,21H.Mu,58.06574871,1.415964004
2195,Chile,4/27/2021,11/11/2021,21H.Mu,30350.98774,669.8262321
2196,France,4/28/2021,8/31/2021,21H.Mu,4262.075248,71.66374299
2197,Argentina,4/30/2021,9/25/2021,21H.Mu,4785.633546,104.6937101
2198,Dominican Republic,5/3/2021,8/4/2021,21H.Mu,22940.73531,265.4469003
2199,Switzerland,5/5/2021,8/7/2021,21H.Mu,108.7217471,1.621437278
2200,Haiti,5/7/2021,7/27/2021,21H.Mu,348.4198251,9.358600583
2201,Ecuador,5/13/2021,11/17/2021,21H.Mu,23613.38084,1495.351965
2202,Austria,5/13/2021,5/18/2021,21H.Mu,722.6270967,11.88874472
2203,Brazil,5/18/2021,9/10/2021,21H.Mu,1125.179944,31.43306073
2204,Slovakia,5/19/2021,7/14/2021,21H.Mu,65.10605075,1.051314878
2205,Peru,5/20/2021,11/1/2021,21H.Mu,14368.25459,1306.707352
2206,Belgium,5/22/2021,10/11/2021,21H.Mu,254.4436958,5.161950828
2207,UK,5/23/2021,8/19/2021,21H.Mu,1714.972763,35.16475552
2208,Jamaica,5/27/2021,7/24/2021,21H.Mu,861.4333333,19.46666667
2209,Malta,5/27/2021,5/27/2021,21H.Mu,28.31168831,0.388682746
2210,Costa Rica,5/30/2021,9/30/2021,21H.Mu,7853.197245,94.23512051
2211,Portugal,5/31/2021,7/8/2021,21H.Mu,287.0953571,5.470261642
2212,Poland,6/1/2021,8/8/2021,21H.Mu,179.3969816,4.682885867
2213,Luxembourg,6/1/2021,6/8/2021,21H.Mu,2.14727356,0.024988544
2214,Finland,6/2/2021,6/28/2021,21H.Mu,6.281929866,0.064714703
2215,Czech Republic,6/8/2021,6/8/2021,21H.Mu,29.3945839,0.53336042
2216,Australia,6/8/2021,6/8/2021,21H.Mu,2.525576583,0.07607662
2217,Ireland,6/10/2021,7/5/2021,21H.Mu,5.160678718,0.093953174
2218,Guatemala,6/10/2021,6/10/2021,21H.Mu,183.6861264,5.760989011
2219,Canada,6/10/2021,8/31/2021,21H.Mu,1415.351159,25.52127595
2220,Turkey,6/23/2021,6/23/2021,21H.Mu,60.4072903,0.553421463
2221,Japan,6/29/2021,8/4/2021,21H.Mu,5.738244412,0.089940654
2222,Barbados,7/3/2021,7/3/2021,21H.Mu,11.46629213,0.132022472
2223,Israel,7/4/2021,8/23/2021,21H.Mu,21.89518206,0.150247088
2224,South Korea,7/4/2021,7/4/2021,21H.Mu,3.786619254,0.047758101
2225,Morocco,7/4/2021,7/4/2021,21H.Mu,470.969163,8.210572687
2226,Sweden,7/7/2021,7/21/2021,21H.Mu,5.664364005,0.075736246
2227,Romania,7/20/2021,7/20/2021,21H.Mu,43.15698556,1.366711881
2228,India,12/1/2020,9/19/2021,21B.Kappa,945627.6562,12573.17663
2229,Indonesia,1/14/2021,4/29/2021,21B.Kappa,168.3320342,4.589158273
2230,France,2/21/2021,6/1/2021,21B.Kappa,2485.427676,45.65612598
2231,UK,2/22/2021,9/14/2021,21B.Kappa,10389.65524,191.3728973
2232,USA,2/25/2021,8/19/2021,21B.Kappa,2559.050118,42.5018475
2233,Singapore,2/26/2021,5/13/2021,21B.Kappa,142.2578962,0.071762075
2234,Canada,2/26/2021,6/5/2021,21B.Kappa,17463.68314,328.8822387
2235,Ireland,2/26/2021,7/4/2021,21B.Kappa,360.8068699,6.576722162
2236,Germany,3/1/2021,6/30/2021,21B.Kappa,371.5695225,9.057162901
2237,Denmark,3/8/2021,5/31/2021,21B.Kappa,30.77450964,0.274693479
2238,New Zealand,3/9/2021,4/8/2021,21B.Kappa,2.065114404,0.020965628
2239,Switzerland,3/16/2021,5/4/2021,21B.Kappa,23.24513765,0.369569697
2240,Australia,3/16/2021,6/26/2021,21B.Kappa,397.7590001,11.86795272
2241,Finland,3/18/2021,5/23/2021,21B.Kappa,13.27260411,0.140346723
2242,Mexico,3/20/2021,6/2/2021,21B.Kappa,158.3172784,14.90120738
2243,Angola,3/21/2021,4/12/2021,21B.Kappa,41.08578075,0.966560047
2244,Belgium,3/25/2021,5/13/2021,21B.Kappa,67.41528102,1.618600393
2245,South Korea,3/26/2021,4/27/2021,21B.Kappa,34.10126225,0.514600603
2246,Sweden,3/26/2021,4/17/2021,21B.Kappa,7.755224066,0.118791818
2247,Uganda,3/26/2021,3/26/2021,21B.Kappa,22.74051339,0.186941964
2248,Italy,3/27/2021,6/3/2021,21B.Kappa,302.0130808,9.030879199
2249,Japan,3/29/2021,5/7/2021,21B.Kappa,24.71396656,0.423553495
2250,Ghana,3/30/2021,5/24/2021,21B.Kappa,178.7099237,1.494274809
2251,Portugal,4/5/2021,5/4/2021,21B.Kappa,104.6489694,2.121299188
2252,Bahrain,4/5/2021,4/10/2021,21B.Kappa,175.7692634,0.626608228
2253,Slovenia,4/6/2021,4/6/2021,21B.Kappa,6.106751522,0.113143331
2254,Jordan,4/6/2021,4/25/2021,21B.Kappa,1788.471727,21.9434539
2255,Netherlands,4/6/2021,6/29/2021,21B.Kappa,811.5162366,8.541907099
2256,Greece,4/6/2021,4/6/2021,21B.Kappa,5.800543859,0.175765317
2257,Kenya,4/7/2021,5/6/2021,21B.Kappa,96.36399151,1.694267516
2258,Czech Republic,4/9/2021,5/4/2021,21B.Kappa,115.6590648,2.078892049
2259,Luxembourg,4/9/2021,6/11/2021,21B.Kappa,10.7539331,0.124942722
2260,Qatar,4/10/2021,4/23/2021,21B.Kappa,162.1574909,0.333557679
2261,Malaysia,4/10/2021,6/1/2021,21B.Kappa,161.6126063,0.799609538
2262,Russia,4/11/2021,4/11/2021,21B.Kappa,240.3356376,5.304111024
2263,Norway,4/13/2021,4/21/2021,21B.Kappa,2.496176571,0.016788015
2264,Saudi Arabia,4/13/2021,4/14/2021,21B.Kappa,1878.955504,31.76112412
2265,Gabon,4/14/2021,4/14/2021,21B.Kappa,28.30183727,0.173228346
2266,Slovakia,4/19/2021,4/19/2021,21B.Kappa,15.54695993,0.234474364
2267,Oman,4/19/2021,5/16/2021,21B.Kappa,349.2115548,3.72642311
2268,Seychelles,4/20/2021,4/20/2021,21B.Kappa,3.091708543,0.015703518
2269,Nigeria,4/21/2021,4/21/2021,21B.Kappa,16.42252396,0.205770767
2270,Morocco,4/22/2021,4/22/2021,21B.Kappa,447.522467,7.908370044
2271,Spain,4/22/2021,5/19/2021,21B.Kappa,65.66259693,1.440911544
2272,South Africa,4/23/2021,8/6/2021,21B.Kappa,548.4343375,16.23827139
2273,Thailand,4/26/2021,4/26/2021,21B.Kappa,2.356885246,0.006065574
2274,Iran,4/27/2021,4/27/2021,21B.Kappa,2745.712838,79.42792793
2275,Nepal,4/29/2021,5/9/2021,21B.Kappa,1181.637725,11.13772455
2276,Zambia,4/30/2021,5/2/2021,21B.Kappa,138.5788413,1.893702771
2277,Romania,5/5/2021,5/5/2021,21B.Kappa,42.32406447,1.141626107
2278,Israel,6/28/2021,6/28/2021,21B.Kappa,9.217273156,0.070444759
2279,Austria,8/1/2021,8/1/2021,21B.Kappa,15.55847036,0.253320437
2280,UK,6/10/2020,6/10/2020,S.Q677H.Bluebird,0.845365919,0.122857447
2281,India,6/17/2020,2/24/2021,S.Q677H.Bluebird,599.9421071,8.51042453
2282,USA,8/17/2020,11/4/2021,S.Q677H.Bluebird,5946.48053,96.09915261
2283,Japan,12/13/2020,4/1/2021,S.Q677H.Bluebird,1.880543663,0.036194357
2284,Singapore,12/20/2020,12/28/2020,S.Q677H.Bluebird,4.592851258,0.00227567
2285,Switzerland,1/13/2021,1/13/2021,S.Q677H.Bluebird,1.712544485,0.030415635
2286,Israel,1/15/2021,1/15/2021,S.Q677H.Bluebird,5.862715449,0.042843211
2287,Finland,1/18/2021,1/18/2021,S.Q677H.Bluebird,0.536211296,0.008720701
2288,Indonesia,1/25/2021,1/25/2021,S.Q677H.Bluebird,50.57731437,1.42390039
2289,Canada,3/4/2021,3/4/2021,S.Q677H.Bluebird,26.79324997,0.686354255
2290,Mexico,3/16/2021,6/10/2021,S.Q677H.Bluebird,68.45516636,6.426372068
2291,France,8/17/2021,8/17/2021,S.Q677H.Bluebird,171.0125168,2.940599011
2292,Russia,9/22/2021,9/22/2021,S.Q677H.Bluebird,378.5047918,10.3185127
2293,UK,9/20/2020,10/30/2021,20I.Alpha.V1,7478871.803,116342.4896
2294,Serbia,9/28/2020,7/13/2021,20I.Alpha.V1,82184.27246,810.1507246
2295,United Arab Emirates,10/1/2020,2/13/2021,20I.Alpha.V1,44855.87849,129.9192268
2296,Sweden,10/8/2020,10/12/2021,20I.Alpha.V1,136709.2474,1759.030987
2297,Kenya,10/9/2020,9/23/2021,20I.Alpha.V1,19666.76221,400.6008493
2298,Italy,10/9/2020,10/23/2021,20I.Alpha.V1,471197.5485,13109.29339
2299,Romania,10/11/2020,9/23/2021,20I.Alpha.V1,79271.91471,2430.504109
2300,France,10/18/2020,11/15/2021,20I.Alpha.V1,6268136.304,101039.8718
2301,USA,10/21/2020,11/9/2021,20I.Alpha.V1,2309280.603,37304.71271
2302,India,10/27/2020,10/7/2021,20I.Alpha.V1,790730.2749,10494.56214
2303,Ireland,10/28/2020,8/20/2021,20I.Alpha.V1,34302.41663,522.1973392
2304,Slovenia,11/2/2020,8/17/2021,20I.Alpha.V1,20901.82092,353.9203837
2305,Spain,11/8/2020,9/14/2021,20I.Alpha.V1,439545.063,7645.014187
2306,Canada,11/8/2020,10/27/2021,20I.Alpha.V1,1670956.521,28261.03512
2307,Switzerland,11/9/2020,11/7/2021,20I.Alpha.V1,67804.46593,861.3792263
2308,Denmark,11/9/2020,9/13/2021,20I.Alpha.V1,87724.04817,648.1413458
2309,Portugal,11/9/2020,8/8/2021,20I.Alpha.V1,68866.4461,1218.774502
2310,Netherlands,11/12/2020,10/11/2021,20I.Alpha.V1,1033061.46,9307.25146
2311,Georgia,11/14/2020,8/9/2021,20I.Alpha.V1,27710.17714,377.2261307
2312,Israel,11/15/2020,8/11/2021,20I.Alpha.V1,84284.66464,604.6185091
2313,Ghana,11/20/2020,5/21/2021,20I.Alpha.V1,7203.907703,60.31436502
2314,Austria,11/23/2020,8/1/2021,20I.Alpha.V1,55294.80365,900.3008328
2315,Malawi,11/25/2020,5/28/2021,20I.Alpha.V1,74.03580673,2.48921484
2316,Australia,11/30/2020,8/23/2021,20I.Alpha.V1,2340.940131,50.34499911
2317,Germany,11/30/2020,9/27/2021,20I.Alpha.V1,422829.1319,9404.560035
2318,Slovakia,11/30/2020,8/20/2021,20I.Alpha.V1,75013.47327,1209.485823
2319,Belgium,11/30/2020,11/9/2021,20I.Alpha.V1,118788.9119,2163.05574
2320,Zambia,12/1/2020,9/2/2021,20I.Alpha.V1,728.9345088,12.72342569
2321,Japan,12/1/2020,9/24/2021,20I.Alpha.V1,159783.2675,1643.925218
2322,Iceland,12/2/2020,7/29/2021,20I.Alpha.V1,208.8479069,0.81623726
2323,Singapore,12/8/2020,7/10/2021,20I.Alpha.V1,467.295484,0.268372111
2324,Norway,12/9/2020,10/8/2021,20I.Alpha.V1,20373.22051,91.91767621
2325,Philippines,12/10/2020,8/28/2021,20I.Alpha.V1,116334.6238,1983.764665
2326,Albania,12/10/2020,7/13/2021,20I.Alpha.V1,18400.15311,340.784689
2327,Greece,12/11/2020,9/3/2021,20I.Alpha.V1,69636.57954,1612.873058
2328,Senegal,12/11/2020,6/4/2021,20I.Alpha.V1,1715.611292,47.20086862
2329,Barbados,12/12/2020,7/25/2021,20I.Alpha.V1,561.4325843,6.202247191
2330,Bulgaria,12/13/2020,9/30/2021,20I.Alpha.V1,47970.79192,1994.826524
2331,South Korea,12/14/2020,9/21/2021,20I.Alpha.V1,5584.757559,46.42720893
2332,Nigeria,12/14/2020,7/26/2021,20I.Alpha.V1,4532.833466,56.46066294
2333,Dominica,12/16/2020,4/1/2021,20I.Alpha.V1,28.27586207,0
2334,New Zealand,12/16/2020,7/3/2021,20I.Alpha.V1,79.8887209,0.754762625
2335,Saint Lucia,12/17/2020,7/26/2021,20I.Alpha.V1,995.7440758,15.84834123
2336,Finland,12/18/2020,9/10/2021,20I.Alpha.V1,11739.38703,94.7656065
2337,Jordan,12/20/2020,11/1/2021,20I.Alpha.V1,62988.54967,805.1125828
2338,Thailand,12/21/2020,10/18/2021,20I.Alpha.V1,144828.2639,1480.406557
2339,Brazil,12/21/2020,8/30/2021,20I.Alpha.V1,64008.85507,1788.082719
2340,Argentina,12/21/2020,10/18/2021,20I.Alpha.V1,82227.86907,1804.145277
2341,Jamaica,12/21/2020,7/18/2021,20I.Alpha.V1,7056.63,159.39
2342,Poland,12/22/2020,9/27/2021,20I.Alpha.V1,350819.0855,9130.595725
2343,Oman,12/22/2020,7/6/2021,20I.Alpha.V1,32897.06032,394.3254036
2344,Qatar,12/22/2020,6/7/2021,20I.Alpha.V1,7952.007,20.67976847
2345,Chile,12/22/2020,8/30/2021,20I.Alpha.V1,8387.66953,189.032687
2346,Estonia,12/23/2020,7/28/2021,20I.Alpha.V1,14792.242,141.4763948
2347,Maldives,12/23/2020,4/25/2021,20I.Alpha.V1,214.318408,0.545906829
2348,Turkey,12/24/2020,10/11/2021,20I.Alpha.V1,85238.7899,756.7947795
2349,Luxembourg,12/24/2020,7/28/2021,20I.Alpha.V1,5522.633756,61.55897358
2350,Bosnia and Herzegovina,12/25/2020,6/28/2021,20I.Alpha.V1,11511.37365,542.349892
2351,Russia,12/25/2020,7/30/2021,20I.Alpha.V1,132630.3134,3340.087981
2352,Pakistan,12/25/2020,8/25/2021,20I.Alpha.V1,103389.5228,2295.508126
2353,Taiwan,12/26/2020,7/28/2021,20I.Alpha.V1,1853.683516,93.4021978
2354,Iraq,12/27/2020,7/6/2021,20I.Alpha.V1,230981.9352,2890.928196
2355,Dominican Republic,12/27/2020,5/21/2021,20I.Alpha.V1,3036.442049,38.84636119
2356,Malaysia,12/28/2020,6/26/2021,20I.Alpha.V1,1676.143216,11.23776321
2357,Gabon,12/28/2020,9/30/2021,20I.Alpha.V1,1899.527559,11.71653543
2358,Rwanda,12/28/2020,8/1/2021,20I.Alpha.V1,570.0663798,6.559926245
2359,Cyprus,12/28/2020,1/27/2021,20I.Alpha.V1,1306.765957,8.127659574
2360,Fiji,12/28/2020,5/4/2021,20I.Alpha.V1,0.477631579,0.007894737
2361,Lebanon,12/29/2020,7/14/2021,20I.Alpha.V1,93038.25632,1335.650084
2362,Bangladesh,12/31/2020,7/3/2021,20I.Alpha.V1,12432.66775,198.0184282
2363,Mexico,12/31/2020,10/13/2021,20I.Alpha.V1,62722.96174,4750.975181
2364,Peru,12/31/2020,5/12/2021,20I.Alpha.V1,1475.445217,138.2845092
2365,Kuwait,12/31/2020,7/1/2021,20I.Alpha.V1,11167.36735,61.64446831
2366,Palestine,12/31/2020,4/9/2021,20I.Alpha.V1,74030.6,787.36
2367,Sri Lanka,1/2/2021,10/14/2021,20I.Alpha.V1,36556.84647,926.6960976
2368,Guinea-Bissau,1/4/2021,2/5/2021,20I.Alpha.V1,449.5841584,7.514851485
2369,North Macedonia,1/4/2021,7/13/2021,20I.Alpha.V1,21649.86826,762.357464
