VariantID,Country,first_seq,last_seq,variant,total_cases,total_deaths
1126,Côte d'Ivoire,3/6/2021,4/13/2021,20H.Beta.V2,275.1671733,1.635258359
1127,Brazil,3/7/2021,8/12/2021,20H.Beta.V2,604.558073,16.89991211
1128,Jordan,3/7/2021,4/18/2021,20H.Beta.V2,1747.25675,21.00356597
1129,Latvia,3/8/2021,7/1/2021,20H.Beta.V2,62.38373939,1.143323806
1130,North Macedonia,3/10/2021,3/10/2021,20H.Beta.V2,49.12859712,1.458633094
1131,Djibouti,3/15/2021,5/7/2021,20H.Beta.V2,1110.703371,14.52284644
1132,Pakistan,3/15/2021,7/22/2021,20H.Beta.V2,15861.12277,363.8259252
1133,Namibia,3/17/2021,6/17/2021,20H.Beta.V2,7543.696203,119.1075949
1134,Suriname,3/19/2021,3/31/2021,20H.Beta.V2,14.31126451,0.277690618
1135,Romania,3/24/2021,5/26/2021,20H.Beta.V2,343.5834996,9.604085215
1136,Taiwan,3/24/2021,4/26/2021,20H.Beta.V2,12.13186813,0.131868132
1137,Sudan,3/27/2021,3/29/2021,20H.Beta.V2,1422.203774,91.83396226
1138,Liberia,3/31/2021,5/20/2021,20H.Beta.V2,41.06070288,1.629392971
1139,South Sudan,3/31/2021,4/29/2021,20H.Beta.V2,80.2556962,0.865822785
1140,Iran,4/3/2021,4/3/2021,20H.Beta.V2,4325.211712,141.8896396
1141,Mexico,4/3/2021,5/16/2021,20H.Beta.V2,422.2716051,39.0794689
1142,Bahrain,4/4/2021,6/18/2021,20H.Beta.V2,444.4869221,2.181818182
1143,Chile,4/6/2021,6/23/2021,20H.Beta.V2,114.6507389,2.381366739
1144,Malta,4/9/2021,6/1/2021,20H.Beta.V2,84.99907236,1.166048237
1145,Saudi Arabia,4/15/2021,6/11/2021,20H.Beta.V2,15203.37705,247.1147541
1146,Guatemala,4/19/2021,4/19/2021,20H.Beta.V2,146.3248626,4.973214286
1147,Argentina,4/24/2021,4/24/2021,20H.Beta.V2,136.5385021,2.949383486
1148,Tunisia,4/24/2021,5/28/2021,20H.Beta.V2,7237.079365,264.8253968
1149,Georgia,5/23/2021,5/23/2021,20H.Beta.V2,212.0433417,2.903266332
1150,Benin,5/23/2021,5/23/2021,20H.Beta.V2,7.10806023,0.089459699
1151,Burundi,5/27/2021,5/31/2021,20H.Beta.V2,106.4444444,0.133333333
1152,Cambodia,5/31/2021,5/31/2021,20H.Beta.V2,4.131521142,0.029379462
1153,Bulgaria,6/9/2021,7/1/2021,20H.Beta.V2,39.38469677,1.686560662
1154,Morocco,6/17/2021,6/17/2021,20H.Beta.V2,462.9453744,8.127753304
1155,Andorra,7/15/2021,7/19/2021,20H.Beta.V2,222.620155,1.968992248
1156,Japan,6/11/2021,8/21/2021,Delta.299I,10.1258929,0.122920665
1157,Morocco,6/20/2021,10/23/2021,Delta.299I,34934.97093,540.4863436
1158,Israel,6/28/2021,9/2/2021,Delta.299I,168.2646198,1.092534762
1159,Netherlands,6/30/2021,11/17/2021,Delta.299I,19078.48711,151.9793214
1160,Ghana,6/30/2021,6/30/2021,Delta.299I,16.64018043,0.138098543
1161,Belgium,7/3/2021,11/23/2021,Delta.299I,7241.75005,118.2331057
1162,Germany,7/4/2021,11/17/2021,Delta.299I,3469.771203,66.47010112
1163,UK,7/5/2021,11/22/2021,Delta.299I,9058.096557,131.5658495
1164,France,7/6/2021,11/20/2021,Delta.299I,208641.0522,3322.685319
1165,Canada,7/8/2021,10/20/2021,Delta.299I,6894.134879,116.8656671
1166,Italy,7/9/2021,11/10/2021,Delta.299I,2996.169331,82.28025657
1167,Spain,7/14/2021,11/9/2021,Delta.299I,5613.387931,97.67320167
1168,Switzerland,7/15/2021,10/27/2021,Delta.299I,321.7186423,4.148812746
1169,Sweden,7/16/2021,11/18/2021,Delta.299I,186.2213157,2.369148934
1170,South Korea,7/20/2021,10/21/2021,Delta.299I,328.7198568,2.566880181
1171,Denmark,7/20/2021,11/5/2021,Delta.299I,771.4007837,5.245859681
1172,USA,7/20/2021,11/20/2021,Delta.299I,3908.284432,62.94527716
1173,Ireland,7/27/2021,8/4/2021,Delta.299I,3.827364175,0.063186641
1174,Austria,7/27/2021,8/28/2021,Delta.299I,32.29804902,0.508480974
1175,Finland,7/28/2021,8/31/2021,Delta.299I,8.416528556,0.069515692
1176,Norway,8/2/2021,10/25/2021,Delta.299I,132.0570274,0.586162467
1177,Romania,8/4/2021,8/4/2021,Delta.299I,43.2451129,1.368307668
1178,Estonia,8/12/2021,9/17/2021,Delta.299I,67.00813374,0.594835941
1179,Iceland,8/12/2021,8/12/2021,Delta.299I,0.40444425,0.001312279
1180,Qatar,8/13/2021,9/17/2021,Delta.299I,443.4319558,1.138242024
1181,Portugal,8/16/2021,11/16/2021,Delta.299I,246.5470192,4.058352419
1182,Singapore,8/18/2021,8/18/2021,Delta.299I,2.60266018,0.001804842
1183,Chile,8/23/2021,8/23/2021,Delta.299I,30.65025129,0.688020404
1184,Slovenia,8/30/2021,8/31/2021,Delta.299I,4.928942999,0.082088176
1185,Lithuania,9/3/2021,9/3/2021,Delta.299I,3.279828803,0.050019603
1186,Turkey,9/10/2021,9/10/2021,Delta.299I,37.07926043,0.332918475
1187,Mexico,9/13/2021,9/23/2021,Delta.299I,101.0219643,7.673661522
1188,Poland,9/16/2021,10/26/2021,Delta.299I,139.1216907,3.570712136
1189,Bahrain,10/8/2021,10/26/2021,Delta.299I,117.3342288,0.5908384
1190,Croatia,11/9/2021,11/9/2021,Delta.299I,11.7232578,0.221860347
1191,Canada,4/2/2021,9/13/2021,Delta.N.412R,348841.4435,6140.503581
1192,USA,7/12/2021,9/29/2021,Delta.N.412R,170.5677184,2.723841884
1193,UK,8/9/2021,9/29/2021,Delta.N.412R,122.644218,2.150476542
1194,Norway,8/18/2021,8/18/2021,Delta.N.412R,1.115945565,0.006183052
1195,India,8/27/2021,8/27/2021,Delta.N.412R,177.3171946,2.375293945
1196,Netherlands,9/8/2021,9/14/2021,Delta.N.412R,102.238345,0.937592013
1197,Switzerland,9/15/2021,9/15/2021,Delta.N.412R,2.859310663,0.03834696
1198,Spain,11/18/2020,11/19/2021,Delta.ORF1a3059F,4563.530364,78.8723049
1199,Gambia,2/8/2021,8/23/2021,Delta.ORF1a3059F,919.3627159,29.22156045
1200,Senegal,4/2/2021,10/25/2021,Delta.ORF1a3059F,2246.566775,57.09446254
1201,Belgium,6/4/2021,11/26/2021,Delta.ORF1a3059F,3766.885495,59.41540078
1202,Austria,6/23/2021,11/2/2021,Delta.ORF1a3059F,3114.525325,42.14914247
1203,Italy,6/23/2021,11/20/2021,Delta.ORF1a3059F,4438.642038,120.2040555
1204,Germany,6/28/2021,11/12/2021,Delta.ORF1a3059F,4495.927815,88.58257294
1205,USA,6/28/2021,11/19/2021,Delta.ORF1a3059F,8193.681595,132.0122165
1206,Togo,6/29/2021,7/31/2021,Delta.ORF1a3059F,48.87238979,0.470224285
1207,France,6/29/2021,11/18/2021,Delta.ORF1a3059F,484555.1466,7757.429166
1208,UK,7/4/2021,11/24/2021,Delta.ORF1a3059F,65120.685,939.7858813
1209,Lebanon,7/6/2021,7/8/2021,Delta.ORF1a3059F,345.7626476,4.976180438
1210,Japan,7/6/2021,10/14/2021,Delta.ORF1a3059F,74.34790516,0.781725669
1211,Netherlands,7/7/2021,11/14/2021,Delta.ORF1a3059F,5658.306523,46.08061596
1212,Switzerland,7/9/2021,11/20/2021,Delta.ORF1a3059F,1183.372088,14.31033098
1213,Croatia,7/9/2021,11/9/2021,Delta.ORF1a3059F,82.06280461,1.553022429
1214,Ireland,7/12/2021,11/6/2021,Delta.ORF1a3059F,338.551668,3.990329087
1215,Brazil,7/12/2021,11/12/2021,Delta.ORF1a3059F,57215.95165,1593.234869
1216,Australia,7/12/2021,7/12/2021,Delta.ORF1a3059F,2.618624142,0.076243821
1217,India,7/13/2021,7/13/2021,Delta.ORF1a3059F,168.0641004,2.234287173
1218,Bulgaria,7/16/2021,7/16/2021,Delta.ORF1a3059F,13.15844665,0.565360799
1219,Canada,7/16/2021,10/6/2021,Delta.ORF1a3059F,2256.671877,38.52889401
1220,Denmark,7/16/2021,11/22/2021,Delta.ORF1a3059F,412.5467976,2.546235028
1221,Lithuania,7/18/2021,11/3/2021,Delta.ORF1a3059F,108.4205436,1.560637742
1222,Benin,7/18/2021,7/18/2021,Delta.ORF1a3059F,14.6040744,0.189548273
1223,Estonia,7/21/2021,7/21/2021,Delta.ORF1a3059F,4.570780839,0.043991416
1224,Czech Republic,7/22/2021,10/17/2021,Delta.ORF1a3059F,875.4584077,15.64777686
1225,Bosnia and Herzegovina,7/22/2021,7/22/2021,Delta.ORF1a3059F,147.8646508,6.96400288
1226,Iceland,7/23/2021,8/15/2021,Delta.ORF1a3059F,3.332137702,0.010498228
1227,Israel,7/23/2021,11/4/2021,Delta.ORF1a3059F,102.2277045,0.622201769
1228,Slovakia,7/23/2021,11/5/2021,Delta.ORF1a3059F,234.5068525,3.315885575
1229,Sweden,7/24/2021,11/19/2021,Delta.ORF1a3059F,714.8677851,9.086678051
1230,South Korea,7/26/2021,7/30/2021,Delta.ORF1a3059F,18.68359081,0.197343632
1231,Portugal,7/26/2021,11/15/2021,Delta.ORF1a3059F,1076.998265,17.7465473
1232,Congo (Brazzaville),7/27/2021,10/25/2021,Delta.ORF1a3059F,113.3348264,1.673012318
1233,Kosovo,7/28/2021,9/7/2021,Delta.ORF1a3059F,125.1144603,2.187372709
1234,Finland,7/31/2021,10/18/2021,Delta.ORF1a3059F,175.9027701,1.375108516
1235,Norway,7/31/2021,7/31/2021,Delta.ORF1a3059F,1.049266191,0.006091564
1236,Luxembourg,8/2/2021,10/22/2021,Delta.ORF1a3059F,14.77372843,0.154330228
1237,Egypt,8/4/2021,8/4/2021,Delta.ORF1a3059F,325.4828375,18.93592677
1238,Romania,8/4/2021,11/3/2021,Delta.ORF1a3059F,1003.127543,29.39140669
1239,Colombia,8/4/2021,10/21/2021,Delta.ORF1a3059F,369.2697178,9.402280975
1240,Ghana,8/7/2021,8/16/2021,Delta.ORF1a3059F,38.59541985,0.322692575
1241,Mali,8/11/2021,8/11/2021,Delta.ORF1a3059F,136.3906977,4.96744186
1242,Slovenia,8/13/2021,9/30/2021,Delta.ORF1a3059F,21.64648589,0.336543073
1243,Turkey,8/20/2021,11/11/2021,Delta.ORF1a3059F,280.5449897,2.45248747
1244,Cameroon,8/21/2021,9/25/2021,Delta.ORF1a3059F,2120.205674,33.95744681
1245,Poland,8/24/2021,9/10/2021,Delta.ORF1a3059F,67.47316368,1.759161205
1246,Chile,8/30/2021,11/13/2021,Delta.ORF1a3059F,5010.461331,110.3143988
1247,Gabon,9/3/2021,9/30/2021,Delta.ORF1a3059F,474.8818898,2.929133858
1248,Greece,9/6/2021,11/2/2021,Delta.ORF1a3059F,77.71115735,1.653207532
1249,Peru,9/8/2021,10/18/2021,Delta.ORF1a3059F,793.9617096,72.45203809
1250,Jordan,9/11/2021,9/11/2021,Delta.ORF1a3059F,410.6021396,5.364747835
1251,Suriname,9/29/2021,9/29/2021,Delta.ORF1a3059F,12.9962347,0.27580797
1252,Mauritius,10/1/2021,10/1/2021,Delta.ORF1a3059F,10.80547945,0.061643836
1253,Dominican Republic,10/14/2021,10/16/2021,Delta.ORF1a3059F,398.5983827,4.403234501
1254,Indonesia,10/24/2021,10/24/2021,Delta.ORF1a3059F,214.6084426,7.248317052
1255,Ukraine,10/25/2021,10/25/2021,Delta.ORF1a3059F,2064.965273,48.45145287
1256,Costa Rica,10/25/2021,10/25/2021,Delta.ORF1a3059F,137.0302509,1.717412691
1257,Liechtenstein,11/6/2021,11/6/2021,Delta.ORF1a3059F,7.060606061,0.115530303
1258,Mexico,10/13/2020,11/1/2021,20B.S.732A,261809.2548,19829.90324
1259,USA,11/5/2020,9/17/2021,20B.S.732A,113309.3336,1804.797462
1260,Argentina,11/8/2020,5/19/2021,20B.S.732A,7201.028643,152.5528955
1261,Switzerland,11/29/2020,5/15/2021,20B.S.732A,379.7033524,5.944966176
1262,Canada,12/1/2020,6/21/2021,20B.S.732A,49318.56173,926.0909312
1263,Japan,12/6/2020,7/2/2021,20B.S.732A,4.742460657,0.087584517
1264,UK,12/12/2020,4/17/2021,20B.S.732A,276.5250707,8.011305779
1265,Belize,12/27/2020,3/9/2021,20B.S.732A,70.94827586,1.816091954
1266,Kosovo,12/27/2020,12/27/2020,20B.S.732A,20.6191446,0.533197556
1267,Denmark,12/28/2020,5/24/2021,20B.S.732A,200.5399325,1.829457948
1268,Costa Rica,1/1/2021,4/14/2021,20B.S.732A,277.1064929,3.743236596
1269,Chile,1/3/2021,4/8/2021,20B.S.732A,138.0033381,3.147794614
1270,Luxembourg,1/7/2021,5/14/2021,20B.S.732A,3.158179319,0.036932946
1271,United Arab Emirates,1/8/2021,1/8/2021,20B.S.732A,77.56437694,0.240593718
1272,Sweden,1/9/2021,2/18/2021,20B.S.732A,3.241300403,0.065123556
1273,France,1/9/2021,5/20/2021,20B.S.732A,6834.92611,124.011025
1274,Venezuela,1/9/2021,1/9/2021,20B.S.732A,624.5806452,5.704301075
1275,Israel,1/10/2021,1/20/2021,20B.S.732A,37.85819007,0.274875908
1276,Brazil,1/11/2021,2/10/2021,20B.S.732A,115.2359774,2.801459832
1277,Spain,1/15/2021,5/27/2021,20B.S.732A,902.1849382,19.67520817
1278,Germany,1/20/2021,5/26/2021,20B.S.732A,689.8780928,16.55287629
1279,Netherlands,1/21/2021,3/5/2021,20B.S.732A,784.4324393,11.02445215
1280,Finland,1/25/2021,4/3/2021,20B.S.732A,8.359245521,0.09333649
1281,New Zealand,1/28/2021,1/28/2021,20B.S.732A,0.4646709,0.005039815
1282,Italy,2/11/2021,6/9/2021,20B.S.732A,79.7146458,2.38454159
1283,South Korea,2/13/2021,2/16/2021,20B.S.732A,4.000847777,0.07243783
1284,Poland,2/20/2021,2/20/2021,20B.S.732A,12.68710784,0.327159774
1285,Lithuania,3/18/2021,3/21/2021,20B.S.732A,6.828639571,0.113565081
1286,Guatemala,3/19/2021,7/1/2021,20B.S.732A,1425.182692,44.625
1287,Colombia,3/29/2021,3/29/2021,20B.S.732A,88.49066874,2.335740206
1288,Honduras,3/30/2021,3/30/2021,20B.S.732A,952.0909091,23.22727273
1289,Philippines,4/2/2021,4/11/2021,20B.S.732A,94.36845321,1.630695705
1290,Australia,4/6/2021,5/1/2021,20B.S.732A,14.95984032,0.45645972
1291,Iceland,4/20/2021,4/20/2021,20B.S.732A,0.277765627,0.001268536
1292,El Salvador,4/29/2021,7/23/2021,20B.S.732A,739.6593886,22.16593886
1293,Slovenia,5/25/2021,5/25/2021,20B.S.732A,2.325198303,0.040195536
1294,Belgium,6/2/2021,6/2/2021,20B.S.732A,4.115830384,0.09651373
1295,Croatia,7/15/2021,7/19/2021,20B.S.732A,16.70537962,0.380662001
1296,Canada,3/10/2020,11/23/2021,ORF1a.S3675,2721881.873,45405.32494
1297,Germany,3/15/2020,11/27/2021,ORF1a.S3675,590788.072,10413.84625
1298,UK,3/26/2020,11/23/2021,ORF1a.S3675,8281227.902,119902.592
1299,United Arab Emirates,4/20/2020,5/2/2021,ORF1a.S3675,78469.8067,238.6475664
1300,USA,5/2/2020,11/19/2021,ORF1a.S3675,3196304.904,51497.15546
1301,Spain,5/12/2020,11/28/2021,ORF1a.S3675,500310.0476,8576.236079
1302,Colombia,6/3/2020,10/16/2021,ORF1a.S3675,220925.6881,5626.243798
1303,India,6/10/2020,11/3/2021,ORF1a.S3675,614163.5523,8225.322674
1304,Djibouti,6/15/2020,5/20/2021,ORF1a.S3675,1815.23221,24.02397004
1305,South Africa,6/15/2020,11/25/2021,ORF1a.S3675,279770.3417,8506.439743
1306,Seychelles,6/25/2020,6/8/2021,ORF1a.S3675,297.5552764,1.002512563
1307,Bangladesh,7/1/2020,7/13/2021,ORF1a.S3675,80735.93428,1298.522764
1308,Madagascar,7/13/2020,4/26/2021,ORF1a.S3675,6311.275472,105.9320755
1309,Australia,7/29/2020,11/28/2021,ORF1a.S3675,13060.66968,124.7120688
1310,Indonesia,8/6/2020,7/19/2021,ORF1a.S3675,67204.0415,1729.185605
1311,Mozambique,8/22/2020,6/22/2021,ORF1a.S3675,8381.590538,98.12593801
1312,Angola,8/25/2020,8/28/2021,ORF1a.S3675,4832.476592,122.3541727
1313,Zimbabwe,9/1/2020,7/26/2021,ORF1a.S3675,15848.88035,503.1667468
1314,Serbia,9/28/2020,7/13/2021,ORF1a.S3675,81143.96522,799.8956522
1315,Sweden,10/8/2020,10/12/2021,ORF1a.S3675,140765.3087,1811.220123
1316,Kenya,10/9/2020,9/23/2021,ORF1a.S3675,23179.43524,472.152017
1317,Romania,10/11/2020,9/23/2021,ORF1a.S3675,80628.98999,2472.112503
1318,Brazil,10/13/2020,11/25/2021,ORF1a.S3675,2967780.859,82583.33193
1319,France,10/18/2020,11/22/2021,ORF1a.S3675,7853647.607,124774.002
1320,Ireland,10/28/2020,9/15/2021,ORF1a.S3675,32921.12669,462.4165069
1321,Ghana,10/30/2020,8/5/2021,ORF1a.S3675,13387.34386,107.4167245
1322,Switzerland,11/2/2020,11/7/2021,ORF1a.S3675,67485.23294,857.3237315
1323,Slovenia,11/2/2020,8/17/2021,ORF1a.S3675,21097.41328,357.2322542
1324,Luxembourg,11/6/2020,8/12/2021,ORF1a.S3675,7983.955094,88.57375897
1325,Argentina,11/8/2020,11/15/2021,ORF1a.S3675,969868.4753,21244.36262
1326,Russia,11/9/2020,9/29/2021,ORF1a.S3675,236073.3131,6485.975386
1327,Portugal,11/9/2020,11/27/2021,ORF1a.S3675,85590.56284,1382.067458
1328,Denmark,11/9/2020,9/13/2021,ORF1a.S3675,88906.74819,656.8796199
1329,Netherlands,11/12/2020,11/26/2021,ORF1a.S3675,1369206.478,10283.09332
1330,Eswatini,11/13/2020,7/9/2021,ORF1a.S3675,1343.30445,46.59016393
1331,Israel,11/15/2020,11/20/2021,ORF1a.S3675,124400.8158,756.9407975
1332,Cameroon,11/19/2020,9/17/2021,ORF1a.S3675,5906.287234,94.59574468
1333,Mexico,11/20/2020,10/13/2021,ORF1a.S3675,190436.4005,14424.67937
1334,Botswana,11/21/2020,11/21/2021,ORF1a.S3675,2302.759356,28.61203221
1335,Austria,11/23/2020,11/28/2021,ORF1a.S3675,101762.4091,1102.642761
1336,Mauritius,11/24/2020,10/24/2021,ORF1a.S3675,2696.239726,23.99794521
1337,Malawi,11/25/2020,6/21/2021,ORF1a.S3675,5090.997412,170.7497843
1338,Lesotho,11/26/2020,1/18/2021,ORF1a.S3675,1290.666667,18.57471264
1339,Slovakia,11/30/2020,8/30/2021,ORF1a.S3675,50162.01734,807.4415598
1340,Belgium,11/30/2020,11/24/2021,ORF1a.S3675,156856.3259,2528.478307
1341,Peru,11/30/2020,11/5/2021,ORF1a.S3675,426314.9859,38731.60504
1342,Japan,12/1/2020,10/5/2021,ORF1a.S3675,162144.5016,1686.761518
1343,Zambia,12/1/2020,9/2/2021,ORF1a.S3675,19889.49874,347.1677582
1344,Iceland,12/2/2020,7/28/2021,ORF1a.S3675,207.5939373,0.82542321
1345,Italy,12/7/2020,11/28/2021,ORF1a.S3675,366303.0186,9777.749453
1346,Singapore,12/8/2020,7/10/2021,ORF1a.S3675,1035.428414,0.594656099
1347,Norway,12/9/2020,10/8/2021,ORF1a.S3675,21219.52897,95.73595853
1348,Albania,12/10/2020,7/13/2021,ORF1a.S3675,16496.689,305.5311005
1349,Philippines,12/10/2020,8/28/2021,ORF1a.S3675,252903.1927,4312.563198
1350,Central African Republic,12/11/2020,4/26/2021,ORF1a.S3675,1073.103448,14.65517241
1351,Greece,12/11/2020,9/3/2021,ORF1a.S3675,80951.90942,1874.950702
1352,Senegal,12/11/2020,6/10/2021,ORF1a.S3675,2499.185668,68.67535288
1353,Barbados,12/12/2020,7/25/2021,ORF1a.S3675,622.4578652,6.876404494
1354,Bulgaria,12/13/2020,9/30/2021,ORF1a.S3675,48002.04325,1996.126085
1355,South Korea,12/14/2020,9/21/2021,ORF1a.S3675,19358.20872,160.928669
1356,Dominica,12/16/2020,4/1/2021,ORF1a.S3675,28.27586207,0
1357,Czech Republic,12/16/2020,11/26/2021,ORF1a.S3675,159372.4084,2489.353831
1358,Burkina Faso,12/16/2020,4/23/2021,ORF1a.S3675,1237.73871,14.59354839
1359,New Zealand,12/16/2020,7/3/2021,ORF1a.S3675,99.86090112,0.943453281
1360,Saint Lucia,12/17/2020,7/26/2021,ORF1a.S3675,969.5402844,15.43127962
1361,Nigeria,12/17/2020,9/6/2021,ORF1a.S3675,14531.3768,189.6074281
1362,Finland,12/18/2020,9/10/2021,ORF1a.S3675,14011.24393,113.1050562
1363,Turkey,12/20/2020,10/11/2021,ORF1a.S3675,217581.0212,1931.79867
1364,Jordan,12/20/2020,11/1/2021,ORF1a.S3675,70917.1783,906.4554254
1365,Jamaica,12/21/2020,7/18/2021,ORF1a.S3675,7227.08,163.24
1366,Oman,12/22/2020,7/6/2021,ORF1a.S3675,35027.08581,419.8572642
1367,Qatar,12/22/2020,6/7/2021,ORF1a.S3675,25711.4893,66.86458474
1368,Chile,12/22/2020,11/6/2021,ORF1a.S3675,203198.2424,4505.52301
1369,Poland,12/22/2020,9/27/2021,ORF1a.S3675,332577.1252,8655.8212
1370,Estonia,12/23/2020,7/28/2021,ORF1a.S3675,15132.61076,144.7317597
1371,Togo,12/24/2020,6/30/2021,ORF1a.S3675,1592.974478,14.76566125
1372,Bosnia and Herzegovina,12/25/2020,7/5/2021,ORF1a.S3675,12252.62851,577.6537077
1373,Pakistan,12/25/2020,8/25/2021,ORF1a.S3675,113661.484,2523.571568
1374,Taiwan,12/26/2020,7/28/2021,ORF1a.S3675,2196.958242,110.6989011
1375,Dominican Republic,12/27/2020,10/15/2021,ORF1a.S3675,38573.0566,426.9045822
1376,Iraq,12/27/2020,7/6/2021,ORF1a.S3675,213962.2137,2677.912434
1377,Gabon,12/28/2020,9/30/2021,ORF1a.S3675,4986.259843,30.75590551
1378,Cyprus,12/28/2020,1/27/2021,ORF1a.S3675,1306.765957,8.127659574
1379,Fiji,12/28/2020,4/19/2021,ORF1a.S3675,0.189473684,0.005263158
1380,Rwanda,12/28/2020,8/1/2021,ORF1a.S3675,3201.141979,36.83650891
1381,Malaysia,12/28/2020,11/5/2021,ORF1a.S3675,49450.79208,578.2574257
1382,Lebanon,12/29/2020,7/14/2021,ORF1a.S3675,92691.09865,1330.666315
1383,China,12/31/2020,6/15/2021,ORF1a.S3675,164910.638,7075.754601
1384,Palestine,12/31/2020,12/31/2020,ORF1a.S3675,1380.04,14
1385,Venezuela,1/1/2021,7/3/2021,ORF1a.S3675,41607.84946,477.655914
1386,Sri Lanka,1/2/2021,10/14/2021,ORF1a.S3675,36397.20958,922.6493898
1387,Guinea-Bissau,1/4/2021,2/5/2021,ORF1a.S3675,435.960396,7.287128713
1388,North Macedonia,1/4/2021,7/13/2021,ORF1a.S3675,21299.54676,750.0215827
1389,Ecuador,1/4/2021,11/17/2021,ORF1a.S3675,67874.99196,4298.283387
1390,Kosovo,1/5/2021,7/29/2021,ORF1a.S3675,1145.938086,24.03014257
1391,Comoros,1/5/2021,1/10/2021,ORF1a.S3675,150,2.347826087
1392,Gambia,1/6/2021,8/14/2021,ORF1a.S3675,419.7022037,11.81000596
1393,Grenada,1/6/2021,6/24/2021,ORF1a.S3675,23,0.142857143
1394,Hungary,1/6/2021,2/26/2021,ORF1a.S3675,19464.50415,686.9983416
1395,Thailand,1/8/2021,10/18/2021,ORF1a.S3675,148724.6589,1520.234754
1396,Morocco,1/8/2021,7/22/2021,ORF1a.S3675,46521.14009,779.8070485
1397,Iran,1/8/2021,7/19/2021,ORF1a.S3675,511524.9009,12594.45045
1398,Vietnam,1/8/2021,5/22/2021,ORF1a.S3675,11.66542366,0.095711622
1399,Niger,1/9/2021,4/1/2021,ORF1a.S3675,787.6078431,29.33333333
1400,Panama,1/12/2021,4/30/2021,ORF1a.S3675,51180.86154,874.8769231
1401,Trinidad and Tobago,1/12/2021,10/20/2021,ORF1a.S3675,9250.05412,274.5059358
1402,Equatorial Guinea,1/12/2021,8/27/2021,ORF1a.S3675,1413.362538,18.95166163
1403,Latvia,1/12/2021,5/28/2021,ORF1a.S3675,13741.92677,244.4515222
1404,Côte d'Ivoire,1/15/2021,5/11/2021,ORF1a.S3675,6428.638298,40.38297872
1405,Montenegro,1/17/2021,8/5/2021,ORF1a.S3675,6719.574324,106.7905405
1406,Georgia,1/18/2021,8/9/2021,ORF1a.S3675,10744.76256,146.2713568
1407,Cabo Verde,1/18/2021,2/3/2021,ORF1a.S3675,1160.326531,11.02040816
1408,Brunei,1/20/2021,1/20/2021,ORF1a.S3675,1.689320388,0.029126214
1409,Croatia,1/20/2021,8/27/2021,ORF1a.S3675,36677.66738,819.6380015
1410,Liechtenstein,1/21/2021,6/10/2021,ORF1a.S3675,283.0909091,5.272727273
1411,Kuwait,1/21/2021,7/1/2021,ORF1a.S3675,14248.02041,78.64983888
1412,Congo (Kinshasa),1/22/2021,7/11/2021,ORF1a.S3675,5517.375,122.5
1413,South Sudan,1/23/2021,5/26/2021,ORF1a.S3675,1297.458228,13.97468354
1414,Honduras,1/26/2021,7/12/2021,ORF1a.S3675,101380.4091,2686.989899
1415,Guinea,1/26/2021,7/7/2021,ORF1a.S3675,2948.641189,21.42675159
1416,Antigua and Barbuda,1/26/2021,7/25/2021,ORF1a.S3675,105.9310345,3.55862069
1417,Moldova,1/27/2021,6/24/2021,ORF1a.S3675,28080.48095,676.8571429
1418,Congo (Brazzaville),1/27/2021,7/28/2021,ORF1a.S3675,1487.968645,20.01903695
1419,Belize,1/29/2021,8/9/2021,ORF1a.S3675,1333.241379,31.26436782
1420,Benin,1/30/2021,7/19/2021,ORF1a.S3675,1299.762622,16.86979628
1421,Azerbaijan,2/1/2021,2/7/2021,ORF1a.S3675,27738.48,378.96
1422,Lithuania,2/2/2021,8/6/2021,ORF1a.S3675,29476.31785,457.2198989
1423,Bolivia,2/3/2021,6/2/2021,ORF1a.S3675,54327.37725,2117.173653
1424,Monaco,2/4/2021,4/17/2021,ORF1a.S3675,44.85018727,0.580524345
1425,Costa Rica,2/10/2021,9/24/2021,ORF1a.S3675,22175.2302,263.3293163
1426,Uganda,2/13/2021,6/15/2021,ORF1a.S3675,2700.376674,19.21037946
1427,Paraguay,2/13/2021,8/14/2021,ORF1a.S3675,53204.22669,1796.822034
1428,Bahrain,2/14/2021,7/31/2021,ORF1a.S3675,2854.368726,14.67552665
1429,Ethiopia,2/17/2021,6/10/2021,ORF1a.S3675,6633.321345,102.5496482
1430,Suriname,2/18/2021,9/14/2021,ORF1a.S3675,4890.69658,109.1465328
1431,Ukraine,2/18/2021,7/23/2021,ORF1a.S3675,192675.8653,4586.383416
1432,Libya,2/18/2021,6/7/2021,ORF1a.S3675,31280.83333,524.3333333
1433,Guatemala,2/19/2021,9/8/2021,ORF1a.S3675,45803.88736,1147.467033
1434,Cambodia,2/19/2021,10/30/2021,ORF1a.S3675,12941.7754,303.9093904
1435,Tunisia,2/20/2021,5/28/2021,ORF1a.S3675,25329.77778,926.8888889
1436,Uruguay,2/23/2021,4/15/2021,ORF1a.S3675,22634.15289,249.6280992
1437,Belarus,2/23/2021,3/22/2021,ORF1a.S3675,38928.5,270.75
1438,Somalia,2/28/2021,3/5/2021,ORF1a.S3675,1349.21875,47.09375
1439,Kazakhstan,3/2/2021,8/17/2021,ORF1a.S3675,106522.2239,1612.077385
1440,Sudan,3/4/2021,3/29/2021,ORF1a.S3675,4977.713208,321.4188679
1441,Namibia,3/17/2021,6/17/2021,ORF1a.S3675,7543.696203,119.1075949
